latitude,longitude,year,month,day,type,basisOfRecord,gbifID,occurrenceID,system:time_start,geometry
8.74807,-83.40155,2023.0,3.0,4.0,Fotograf{04260199.JPG,MACHINE_OBSERVATION,4875628779,04260199.JPG/DDC/fonafifo,2023-03-04T00:00:00,POINT (-83.40155 8.74807)
8.68927,-83.5835,2023.0,3.0,4.0,Fotograf{EK000018.JPG,MACHINE_OBSERVATION,4875628684,EK000018.JPG/DDC/fonafifo_2302,2023-03-04T00:00:00,POINT (-83.5835 8.68927)
10.738537,-85.572084,2023.0,1.0,27.0,Fotograf{05160553.JPG,MACHINE_OBSERVATION,4875628228,05160553.JPG/DDC/fonafifo,2023-01-27T00:00:00,POINT (-85.572084 10.738537)
8.74807,-83.40155,2023.0,6.0,27.0,Fotograf{04170140.JPG,MACHINE_OBSERVATION,4875628046,04170140.JPG/DDC/fonafifo,2023-06-27T00:00:00,POINT (-83.40155 8.74807)
10.726964,-85.5949,2023.0,10.0,21.0,Video,MACHINE_OBSERVATION,4875627828,05140412.MP4/DDC/fonafifo,2023-10-21T00:00:00,POINT (-85.5949 10.726964)
16.091204,-90.891915,2024.0,3.0,19.0,,HUMAN_OBSERVATION,4863550992,https://www.inaturalist.org/observations/214790890,2024-03-19T00:00:00,POINT (-90.891915 16.091204)
17.891654,-89.548375,2021.0,4.0,10.0,,HUMAN_OBSERVATION,4855247883,https://www.inaturalist.org/observations/213325578,2021-04-10T00:00:00,POINT (-89.548375 17.891654)
17.369527,-89.504643,2024.0,3.0,3.0,,HUMAN_OBSERVATION,4855040475,https://www.inaturalist.org/observations/213177391,2024-03-03T00:00:00,POINT (-89.504643 17.369527)
17.992404,-89.433595,2023.0,10.0,25.0,,HUMAN_OBSERVATION,4855036774,https://www.inaturalist.org/observations/213325509,2023-10-25T00:00:00,POINT (-89.433595 17.992404)
17.457022,-89.392291,1960.0,8.0,20.0,,HUMAN_OBSERVATION,4854914339,https://www.inaturalist.org/observations/213322793,1960-08-20T00:00:00,POINT (-89.392291 17.457022)
10.70885,-85.623591,2024.0,2.0,9.0,,HUMAN_OBSERVATION,4853092759,https://www.inaturalist.org/observations/210312578,2024-02-09T00:00:00,POINT (-85.623591 10.70885)
17.119499,-88.893873,2024.0,2.0,9.0,,HUMAN_OBSERVATION,4851916900,https://www.inaturalist.org/observations/208126944,2024-02-09T00:00:00,POINT (-88.893873 17.119499)
17.56088,-90.010382,2024.0,2.0,28.0,,HUMAN_OBSERVATION,4847061793,https://www.inaturalist.org/observations/154746762,2024-02-28T00:00:00,POINT (-90.010382 17.56088)
15.72263,-90.3291,2024.0,2.0,8.0,,PRESERVED_SPECIMEN,476849460,MCZ:Mamm:62916,2024-02-08T00:00:00,POINT (-90.3291 15.72263)
20.54222,-89.34441,2024.0,2.0,4.0,,PRESERVED_SPECIMEN,476845143,MCZ:Mamm:47823,2024-02-04T00:00:00,POINT (-89.34441 20.54222)
18.8,-89.366667,2024.0,1.0,30.0,,OCCURRENCE,46264538,,2024-01-30T00:00:00,POINT (-89.366667 18.8)
18.16,-90.071667,2024.0,2.0,1.0,,OCCURRENCE,46264536,,2024-02-01T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2007.0,4.0,9.0,,OCCURRENCE,46264534,,2007-04-09T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2024.0,2.0,17.0,,OCCURRENCE,46264531,,2024-02-17T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2024.0,1.0,1.0,,OCCURRENCE,46264527,,2024-01-01T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2024.0,2.0,6.0,,OCCURRENCE,46264518,,2024-02-06T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2024.0,2.0,8.0,,OCCURRENCE,46264515,,2024-02-08T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2024.0,1.0,14.0,,OCCURRENCE,46264505,,2024-01-14T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2024.0,1.0,26.0,,OCCURRENCE,46264503,,2024-01-26T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2019.0,8.0,2.0,,OCCURRENCE,46264495,,2019-08-02T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2024.0,1.0,7.0,,OCCURRENCE,46264492,,2024-01-07T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,10.0,11.0,,OCCURRENCE,46264476,,2023-10-11T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2024.0,1.0,5.0,,OCCURRENCE,46264473,,2024-01-05T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,2.0,8.0,,OCCURRENCE,46264456,,2023-02-08T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,12.0,15.0,,OCCURRENCE,46264430,,2023-12-15T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,3.0,4.0,,OCCURRENCE,46264427,,2023-03-04T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,12.0,12.0,,OCCURRENCE,46264415,,2023-12-12T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2013.0,9.0,13.0,,OCCURRENCE,46264269,,2013-09-13T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,12.0,7.0,,OCCURRENCE,46264267,,2023-12-07T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,12.0,2.0,,OCCURRENCE,46264264,,2023-12-02T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,12.0,2.0,,OCCURRENCE,46264255,,2023-12-02T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,11.0,13.0,,OCCURRENCE,46264247,,2023-11-13T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,10.0,26.0,,OCCURRENCE,46264245,,2023-10-26T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2019.0,3.0,28.0,,OCCURRENCE,46264243,,2019-03-28T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2019.0,3.0,15.0,,OCCURRENCE,46264234,,2019-03-15T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2022.0,1.0,4.0,,OCCURRENCE,46264232,,2022-01-04T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,10.0,25.0,,OCCURRENCE,46264219,,2023-10-25T00:00:00,POINT (-90.071667 18.16)
18.16,-90.071667,2023.0,10.0,25.0,,OCCURRENCE,46264217,,2023-10-25T00:00:00,POINT (-90.071667 18.16)
19.807778,-88.608889,2023.0,10.0,25.0,,OCCURRENCE,46264121,,2023-10-25T00:00:00,POINT (-88.608889 19.807778)
19.807778,-88.608889,2023.0,10.0,25.0,,OCCURRENCE,46264106,,2023-10-25T00:00:00,POINT (-88.608889 19.807778)
18.425833,-88.779722,2023.0,10.0,25.0,,OCCURRENCE,46263431,,2023-10-25T00:00:00,POINT (-88.779722 18.425833)
18.505278,-89.395,2022.0,4.0,21.0,,OCCURRENCE,46263068,,2022-04-21T00:00:00,POINT (-89.395 18.505278)
16.097222,-90.970833,2023.0,8.0,2.0,,OCCURRENCE,46262539,,2023-08-02T00:00:00,POINT (-90.970833 16.097222)
18.535145,-89.02719,2023.0,7.0,20.0,,HUMAN_OBSERVATION,4607474555,https://www.inaturalist.org/observations/205476291,2023-07-20T00:00:00,POINT (-89.02719 18.535145)
17.030636,-88.473386,2023.0,10.0,11.0,,HUMAN_OBSERVATION,4606778518,https://www.inaturalist.org/observations/206167826,2023-10-11T00:00:00,POINT (-88.473386 17.030636)
10.32483,-84.754684,2023.0,10.0,1.0,,HUMAN_OBSERVATION,4600125347,https://www.inaturalist.org/observations/203744908,2023-10-01T00:00:00,POINT (-84.754684 10.32483)
10.22839,-84.655167,2023.0,10.0,10.0,,HUMAN_OBSERVATION,4599973338,https://www.inaturalist.org/observations/203744668,2023-10-10T00:00:00,POINT (-84.655167 10.22839)
17.236288,-89.521629,2023.0,10.0,4.0,,HUMAN_OBSERVATION,4599900667,https://www.inaturalist.org/observations/203511589,2023-10-04T00:00:00,POINT (-89.521629 17.236288)
10.26186,-84.084341,2022.0,6.0,6.0,,HUMAN_OBSERVATION,4599885498,https://www.inaturalist.org/observations/203474687,2022-06-06T00:00:00,POINT (-84.084341 10.26186)
18.102417,-91.871343,2023.0,1.0,13.0,,HUMAN_OBSERVATION,4597461835,https://www.inaturalist.org/observations/202430240,2023-01-13T00:00:00,POINT (-91.871343 18.102417)
17.483313,-89.130816,2023.0,8.0,31.0,,HUMAN_OBSERVATION,4596816446,https://www.inaturalist.org/observations/190424437,2023-08-31T00:00:00,POINT (-89.130816 17.483313)
16.8,-88.317,2023.0,4.0,16.0,PhysicalObject,PRESERVED_SPECIMEN,45882585,urn:catalog:LSUMZ:Mammals:8652,2023-04-16T00:00:00,POINT (-88.317 16.8)
17.55,-89.094,2023.0,9.0,21.0,PhysicalObject,PRESERVED_SPECIMEN,45882539,urn:catalog:LSUMZ:Mammals:7292,2023-09-21T00:00:00,POINT (-89.094 17.55)
10.556402,-83.449484,2023.0,9.0,20.0,,HUMAN_OBSERVATION,4536012323,https://www.inaturalist.org/observations/201020269,2023-09-20T00:00:00,POINT (-83.449484 10.556402)
10.469183,-83.548497,2023.0,9.0,21.0,,HUMAN_OBSERVATION,4535995319,https://www.inaturalist.org/observations/201020268,2023-09-21T00:00:00,POINT (-83.548497 10.469183)
17.22647,-89.614736,2023.0,9.0,21.0,,HUMAN_OBSERVATION,4535928587,https://www.inaturalist.org/observations/200773375,2023-09-21T00:00:00,POINT (-89.614736 17.22647)
10.454353,-83.563344,2023.0,9.0,21.0,,HUMAN_OBSERVATION,4535915192,https://www.inaturalist.org/observations/200988301,2023-09-21T00:00:00,POINT (-83.563344 10.454353)
17.395114,-89.755975,2023.0,9.0,5.0,,HUMAN_OBSERVATION,4535890072,https://www.inaturalist.org/observations/198773686,2023-09-05T00:00:00,POINT (-89.755975 17.395114)
20.511856,-87.396833,2023.0,4.0,12.0,,HUMAN_OBSERVATION,4535884200,https://www.inaturalist.org/observations/200256759,2023-04-12T00:00:00,POINT (-87.396833 20.511856)
17.406011,-89.900343,2023.0,4.0,12.0,,HUMAN_OBSERVATION,4535874158,https://www.inaturalist.org/observations/198507983,2023-04-12T00:00:00,POINT (-89.900343 17.406011)
17.18668,-89.909225,2023.0,8.0,16.0,,HUMAN_OBSERVATION,4535654618,https://www.inaturalist.org/observations/200775021,2023-08-16T00:00:00,POINT (-89.909225 17.18668)
10.467856,-83.579157,2023.0,8.0,10.0,,HUMAN_OBSERVATION,4535636065,https://www.inaturalist.org/observations/198161765,2023-08-10T00:00:00,POINT (-83.579157 10.467856)
10.449497,-83.566878,2023.0,8.0,15.0,,HUMAN_OBSERVATION,4535633078,https://www.inaturalist.org/observations/198266764,2023-08-15T00:00:00,POINT (-83.566878 10.449497)
10.260415,-84.19855,2023.0,8.0,16.0,,HUMAN_OBSERVATION,4528295809,https://www.inaturalist.org/observations/200425646,2023-08-16T00:00:00,POINT (-84.19855 10.260415)
17.320643,-88.594024,2023.0,7.0,14.0,,HUMAN_OBSERVATION,4525328296,https://www.inaturalist.org/observations/199920301,2023-07-14T00:00:00,POINT (-88.594024 17.320643)
8.466594,-83.565366,2021.0,4.0,18.0,,HUMAN_OBSERVATION,4525010759,https://www.inaturalist.org/observations/198678313,2021-04-18T00:00:00,POINT (-83.565366 8.466594)
19.152366,-88.178077,2023.0,3.0,14.0,,HUMAN_OBSERVATION,4522659952,https://www.inaturalist.org/observations/198756590,2023-03-14T00:00:00,POINT (-88.178077 19.152366)
21.187451,-86.966734,2021.0,4.0,16.0,,HUMAN_OBSERVATION,4516817712,https://www.inaturalist.org/observations/197791406,2021-04-16T00:00:00,POINT (-86.966734 21.187451)
17.295928,-89.74276,2023.0,8.0,10.0,,HUMAN_OBSERVATION,4516385848,https://www.inaturalist.org/observations/197662480,2023-08-10T00:00:00,POINT (-89.74276 17.295928)
10.558145,-83.433084,2022.0,4.0,11.0,,HUMAN_OBSERVATION,4512429562,https://www.inaturalist.org/observations/196864105,2022-04-11T00:00:00,POINT (-83.433084 10.558145)
17.240507,-90.243682,2022.0,1.0,25.0,,HUMAN_OBSERVATION,4512188074,https://www.inaturalist.org/observations/196385518,2022-01-25T00:00:00,POINT (-90.243682 17.240507)
17.28438,-89.95942,2023.0,5.0,18.0,,HUMAN_OBSERVATION,4512043193,https://www.inaturalist.org/observations/187557447,2023-05-18T00:00:00,POINT (-89.95942 17.28438)
17.377023,-90.384093,2022.0,4.0,11.0,,HUMAN_OBSERVATION,4510388349,https://www.inaturalist.org/observations/195843934,2022-04-11T00:00:00,POINT (-90.384093 17.377023)
18.450147,-89.13778,2022.0,12.0,30.0,,HUMAN_OBSERVATION,4507651867,https://www.inaturalist.org/observations/195043002,2022-12-30T00:00:00,POINT (-89.13778 18.450147)
17.244883,-89.790338,2022.0,12.0,30.0,,HUMAN_OBSERVATION,4506295408,https://www.inaturalist.org/observations/194178734,2022-12-30T00:00:00,POINT (-89.790338 17.244883)
17.077102,-89.967162,1954.0,4.0,20.0,,HUMAN_OBSERVATION,4500541029,https://www.inaturalist.org/observations/193884871,1954-04-20T00:00:00,POINT (-89.967162 17.077102)
10.461741,-83.477647,1974.0,2.0,28.0,,HUMAN_OBSERVATION,4500456301,http://www.inaturalist.org/observations/396028,1974-02-28T00:00:00,POINT (-83.477647 10.461741)
17.101051,-88.532134,1998.0,1.0,20.0,,HUMAN_OBSERVATION,4465498917,https://www.inaturalist.org/observations/193660518,1998-01-20T00:00:00,POINT (-88.532134 17.101051)
17.402584,-89.23416,2002.0,7.0,9.0,,HUMAN_OBSERVATION,4458725972,https://www.inaturalist.org/observations/192962395,2002-07-09T00:00:00,POINT (-89.23416 17.402584)
17.556213,-89.206131,1981.0,4.0,17.0,,HUMAN_OBSERVATION,4458486082,https://www.inaturalist.org/observations/192962645,1981-04-17T00:00:00,POINT (-89.206131 17.556213)
17.222639,-90.257199,1999.0,7.0,17.0,,HUMAN_OBSERVATION,4442692433,https://www.inaturalist.org/observations/191055725,1999-07-17T00:00:00,POINT (-90.257199 17.222639)
17.558885,-89.339723,1987.0,9.0,28.0,,HUMAN_OBSERVATION,4440890805,https://www.inaturalist.org/observations/190581220,1987-09-28T00:00:00,POINT (-89.339723 17.558885)
21.450781,-87.761698,1986.0,4.0,18.0,,HUMAN_OBSERVATION,4440806361,https://www.inaturalist.org/observations/45848734,1986-04-18T00:00:00,POINT (-87.761698 21.450781)
21.56061,-88.393478,1976.0,10.0,25.0,,HUMAN_OBSERVATION,4440716366,https://www.inaturalist.org/observations/48504536,1976-10-25T00:00:00,POINT (-88.393478 21.56061)
20.914022,-87.198348,1987.0,10.0,21.0,,HUMAN_OBSERVATION,4440610506,https://www.inaturalist.org/observations/105368123,1987-10-21T00:00:00,POINT (-87.198348 20.914022)
17.502102,-89.30233,2023.0,7.0,15.0,,HUMAN_OBSERVATION,4438748195,https://www.inaturalist.org/observations/189313134,2023-07-15T00:00:00,POINT (-89.30233 17.502102)
17.596811,-89.390187,2023.0,7.0,3.0,,HUMAN_OBSERVATION,4436478645,https://www.inaturalist.org/observations/189312984,2023-07-03T00:00:00,POINT (-89.390187 17.596811)
17.595686,-89.278529,2022.0,8.0,22.0,,HUMAN_OBSERVATION,4436469336,https://www.inaturalist.org/observations/189312978,2022-08-22T00:00:00,POINT (-89.278529 17.595686)
17.526562,-89.152075,2023.0,7.0,4.0,,HUMAN_OBSERVATION,4436468630,https://www.inaturalist.org/observations/189348513,2023-07-04T00:00:00,POINT (-89.152075 17.526562)
17.505023,-89.21254,2022.0,7.0,17.0,,HUMAN_OBSERVATION,4436394913,https://www.inaturalist.org/observations/189221747,2022-07-17T00:00:00,POINT (-89.21254 17.505023)
17.402707,-89.309003,2023.0,6.0,27.0,,HUMAN_OBSERVATION,4436273153,https://www.inaturalist.org/observations/189221192,2023-06-27T00:00:00,POINT (-89.309003 17.402707)
17.572715,-89.212784,2018.0,8.0,11.0,,HUMAN_OBSERVATION,4436257759,https://www.inaturalist.org/observations/189347541,2018-08-11T00:00:00,POINT (-89.212784 17.572715)
17.523173,-89.282126,2023.0,6.0,10.0,,HUMAN_OBSERVATION,4436216828,https://www.inaturalist.org/observations/189221845,2023-06-10T00:00:00,POINT (-89.282126 17.523173)
17.558365,-89.377954,2023.0,6.0,17.0,,HUMAN_OBSERVATION,4436184859,https://www.inaturalist.org/observations/189347649,2023-06-17T00:00:00,POINT (-89.377954 17.558365)
17.537023,-89.341617,2023.0,3.0,31.0,,HUMAN_OBSERVATION,4436181024,https://www.inaturalist.org/observations/189221987,2023-03-31T00:00:00,POINT (-89.341617 17.537023)
10.307928,-84.75432,2023.0,4.0,23.0,,HUMAN_OBSERVATION,4431292522,https://www.inaturalist.org/observations/188736418,2023-04-23T00:00:00,POINT (-84.75432 10.307928)
10.335011,-84.752421,2023.0,5.0,30.0,,HUMAN_OBSERVATION,4431290546,https://www.inaturalist.org/observations/188735498,2023-05-30T00:00:00,POINT (-84.752421 10.335011)
10.323172,-84.713735,2023.0,4.0,10.0,,HUMAN_OBSERVATION,4431262437,https://www.inaturalist.org/observations/188736113,2023-04-10T00:00:00,POINT (-84.713735 10.323172)
10.378098,-84.715788,2023.0,5.0,18.0,,HUMAN_OBSERVATION,4431255512,https://www.inaturalist.org/observations/188735949,2023-05-18T00:00:00,POINT (-84.715788 10.378098)
10.241681,-84.688657,2022.0,7.0,21.0,,HUMAN_OBSERVATION,4431232767,https://www.inaturalist.org/observations/188511191,2022-07-21T00:00:00,POINT (-84.688657 10.241681)
17.32014,-89.832762,2022.0,5.0,20.0,,HUMAN_OBSERVATION,4431106688,https://www.inaturalist.org/observations/187384929,2022-05-20T00:00:00,POINT (-89.832762 17.32014)
17.592032,-89.814533,2023.0,4.0,29.0,,HUMAN_OBSERVATION,4431005747,https://www.inaturalist.org/observations/187071708,2023-04-29T00:00:00,POINT (-89.814533 17.592032)
10.239703,-84.744394,2023.0,4.0,29.0,,HUMAN_OBSERVATION,4430788455,https://www.inaturalist.org/observations/188735925,2023-04-29T00:00:00,POINT (-84.744394 10.239703)
10.291615,-84.640117,2023.0,5.0,1.0,,HUMAN_OBSERVATION,4430733860,https://www.inaturalist.org/observations/188509753,2023-05-01T00:00:00,POINT (-84.640117 10.291615)
17.325797,-89.921639,2018.0,6.0,30.0,,HUMAN_OBSERVATION,4430552666,https://www.inaturalist.org/observations/187384436,2018-06-30T00:00:00,POINT (-89.921639 17.325797)
10.164605,-83.152311,2023.0,4.0,30.0,,HUMAN_OBSERVATION,4424491192,https://www.inaturalist.org/observations/186121366,2023-04-30T00:00:00,POINT (-83.152311 10.164605)
21.367907,-88.76506,2023.0,3.0,10.0,,HUMAN_OBSERVATION,4424487763,https://www.inaturalist.org/observations/187017941,2023-03-10T00:00:00,POINT (-88.76506 21.367907)
10.106577,-83.234848,2023.0,4.0,8.0,,HUMAN_OBSERVATION,4424205828,https://www.inaturalist.org/observations/186255805,2023-04-08T00:00:00,POINT (-83.234848 10.106577)
17.325072,-89.620647,2021.0,12.0,18.0,,HUMAN_OBSERVATION,4420980019,https://www.inaturalist.org/observations/186079206,2021-12-18T00:00:00,POINT (-89.620647 17.325072)
21.322694,-88.497947,2020.0,8.0,7.0,,HUMAN_OBSERVATION,4420761106,https://www.inaturalist.org/observations/185296666,2020-08-07T00:00:00,POINT (-88.497947 21.322694)
17.271701,-90.301581,2021.0,12.0,24.0,,HUMAN_OBSERVATION,4417090653,https://www.inaturalist.org/observations/184521626,2021-12-24T00:00:00,POINT (-90.301581 17.271701)
17.492701,-90.027778,2022.0,1.0,16.0,,HUMAN_OBSERVATION,4417084862,https://www.inaturalist.org/observations/184521049,2022-01-16T00:00:00,POINT (-90.027778 17.492701)
17.283559,-90.136247,2021.0,3.0,6.0,,HUMAN_OBSERVATION,4417046588,https://www.inaturalist.org/observations/184521858,2021-03-06T00:00:00,POINT (-90.136247 17.283559)
17.308962,-90.009887,2023.0,4.0,10.0,,HUMAN_OBSERVATION,4417046587,https://www.inaturalist.org/observations/184521759,2023-04-10T00:00:00,POINT (-90.009887 17.308962)
17.337597,-90.122393,2023.0,1.0,20.0,,HUMAN_OBSERVATION,4416639232,https://www.inaturalist.org/observations/184521916,2023-01-20T00:00:00,POINT (-90.122393 17.337597)
17.365373,-90.336224,2021.0,2.0,21.0,,HUMAN_OBSERVATION,4414067100,https://www.inaturalist.org/observations/182343970,2021-02-21T00:00:00,POINT (-90.336224 17.365373)
17.329246,-91.555747,2021.0,12.0,20.0,,HUMAN_OBSERVATION,4413886802,https://www.inaturalist.org/observations/182381478,2021-12-20T00:00:00,POINT (-91.555747 17.329246)
17.485388,-91.417687,2022.0,1.0,28.0,,HUMAN_OBSERVATION,4413671613,https://www.inaturalist.org/observations/182381479,2022-01-28T00:00:00,POINT (-91.417687 17.485388)
18.553692,-89.042214,2023.0,3.0,24.0,,HUMAN_OBSERVATION,4405020770,https://www.inaturalist.org/observations/179197464,2023-03-24T00:00:00,POINT (-89.042214 18.553692)
17.200055,-89.613423,2022.0,6.0,30.0,,HUMAN_OBSERVATION,4400401886,https://www.inaturalist.org/observations/177845649,2022-06-30T00:00:00,POINT (-89.613423 17.200055)
18.463413,-89.147328,2022.0,1.0,5.0,,HUMAN_OBSERVATION,4400006733,https://www.inaturalist.org/observations/179197640,2022-01-05T00:00:00,POINT (-89.147328 18.463413)
17.2822,-89.65711,2023.0,2.0,20.0,,HUMAN_OBSERVATION,4177326590,https://www.inaturalist.org/observations/178173795,2023-02-20T00:00:00,POINT (-89.65711 17.2822)
17.323924,-91.42988,2022.0,10.0,29.0,,HUMAN_OBSERVATION,4171794653,https://www.inaturalist.org/observations/176511915,2022-10-29T00:00:00,POINT (-91.42988 17.323924)
17.279506,-91.461753,2022.0,12.0,15.0,,HUMAN_OBSERVATION,4171788857,https://www.inaturalist.org/observations/176511914,2022-12-15T00:00:00,POINT (-91.461753 17.279506)
9.876449,-83.541359,2022.0,12.0,15.0,,HUMAN_OBSERVATION,4171286329,https://www.inaturalist.org/observations/61603132,2022-12-15T00:00:00,POINT (-83.541359 9.876449)
